,date,author,text,followers,status,favourites,retweets,replies,quotes,media,word_count,char_count,stop_words,#tag,@,numaric,upercase,URLs,emojis_count
880,2022-08-24 22:58:43+00:00,countrydaddyBBQ,japanese barbecue sauce simmer in wing ,18250,4358,13586,124,30,5,1,8,68,1,0,0,0,0,1,1
881,2022-05-31 23:21:54+00:00,Valorsgg,the time as come the r boy be face tonight in low bracket final right nowgl to they we will update the result later ,876,916,2084,5,1,0,1,34,256,5,0,7,0,2,1,3
882,2022-05-17 23:13:28+00:00,Valorsgg,r gamedaywe be face off against the angry snek our boy be ready to walk away with the win tonight ,876,916,2084,3,1,0,1,28,199,8,0,6,0,1,1,2
883,2022-05-07 14:40:46+00:00,Mysinnn,good luck to everyone who will be play the nacl qual today remember to stream your pov for a well chance to be pick up by cl roster gl boy ,333,1780,10592,4,1,1,0,37,224,14,0,6,0,4,0,1
884,2022-12-14 03:15:00+00:00,DaniellaCaiced3,comment something only chenford stans will understandmine veggie burger and fry with extra pickle ,77,1919,5975,11,59,2,0,15,105,5,0,0,0,0,0,0
885,2022-12-08 06:21:33+00:00,chescadelbarrio,if I be ever on death row I think my last meal would be a double double w no tomato pickle chop chilli and grill onion w animal style fry w chop chilli and a pink lemonade ,682,11078,30214,3,4,1,0,37,193,15,0,0,0,0,0,0
886,2022-11-29 07:39:23+00:00,PaulAinsw6rth,quattro formaggi burger grill aged rib patty four cheese salami milano sherry cure tomato baby gem pickle crisp onion ring cornish sea salt skinny fries caffe rojano ,51164,18587,22507,6,6,0,1,30,207,1,0,0,0,0,1,2
887,2022-12-12 07:46:18+00:00,menonvarsha,way to sneak protein in your dietkeep unsalted nuts handyhave an egg as a snackdip veggie stick in hummusadd proteinpowder to smoothiestop salad with protein food like pumpkin seed flax seeds chia seed almond peanut walnut sunflower seed ,132,812,718,6,1,2,1,44,296,9,6,0,0,0,1,3
888,2022-10-31 03:27:17+00:00,RocketFreddie,you be vegan what do you eati eat smoothie potato enchiladas pizza nuggets tater tot stir fry cereal burritos apple broccoli soup hummus pancake oatmeal peanut butter cups ice cream rice deli sandwich dahl burger spaghetti this weekyou ,542,1115,1089,11,14,0,0,39,279,3,0,0,0,1,0,0
889,2022-07-16 21:06:09+00:00,orang3_aura,beet do not get enough credit you can make beet hummus roast beets beet potato salad beet juice shit I even add it in smoothie ,7613,140488,166150,1,2,2,0,25,137,7,0,0,0,1,0,2
890,2022-12-07 12:21:02+00:00,0ddette,per kilogram of product and how many calorie and nutrient do you get from lbs beef vs lbs coffee vs lbs olive oil vs lbs citrus fruit give false perception if you cut out the bad food you shall you will drastically reduce carbon footprint instead of total intake ,17128,108735,149955,6,7,0,0,52,303,14,0,0,0,0,1,0
891,2022-06-03 17:27:38+00:00,d4rkr4verie,a diet rich in healthy fat be so important not only for healthy nail hair and skin but also so your body can absorb important nutrients- nuts avocado olive oil olive seed salmon edamame coconut milk ,20,230,546,10,2,0,0,37,214,12,0,0,0,1,0,0
892,2022-05-14 11:20:11+00:00,DeeptaNagpal,science of eat happy nutrient in food can promote the production of your bodys feel - good chemical serotonin and dopamine fish nuts green vegetable ghee olive oil whole grain root tuber naturally ferment food eatrealfood ,46257,85723,197046,17,15,1,4,35,275,7,1,0,0,0,1,0
893,2022-11-10 15:55:34+00:00,somersetlevel,first batch of this year mince pie be just out and cool she have he be use a beautiful crumbly almond pastry and mincemeat with clementine cranberry and brandy bloody lovely with a cuppa ,9828,280478,380955,15,63,6,1,33,217,13,0,0,0,0,1,1
894,2022-10-18 16:01:40+00:00,GAcommunityTV,and his wife vanessa make their family favorite crumbly sweet and sticky mince pie enjoy cameron series the happy life with cameron mathison on the free greatamericancommunity app with new episode tuesday and sunday ,1015,349,705,6,2,0,1,36,277,10,1,0,0,1,1,0
895,2022-10-12 15:39:59+00:00,ArchieQuichePie,chicken asparagus mushroom piewith add white wine cream herb garlicchicken stock butter oh and the buttery golden brown crumbly and flaky shortcrust pastrygood evening from worcestershire ,4218,44929,62935,29,50,4,1,31,290,4,0,0,0,12,1,5
896,2022-10-03 20:19:53+00:00,AbisolaAlawode,bruhwe use to eat noodle soak in cold water mix with sardine and raw pepper also spaghetti make with boiling ring raw maggi pepper and other spice I try soak noodle some year after school and I could not eat it secondary school be wild ,4869,37755,329950,4,3,0,0,45,270,13,0,0,0,2,0,0
897,2022-03-31 17:00:35+00:00,oonagheats,just some of my haul from this week love the add value give their onion great spice from favourit and never fail to impress with their delicious new sardine range always a pleasure to meet john amp ciara ,3006,6131,13611,3,1,0,2,42,281,17,1,3,0,1,1,0
898,2022-02-05 01:55:39+00:00,WWESheamus,hey my coat now stink of old spice amp sardine ,4796728,5866,30816,64,16,2,0,12,92,2,0,1,0,0,1,0
899,2022-12-10 05:10:17+00:00,MinhazMerchant,meat beef amp fish industry account for up to of global co amp methane emission beef alone contribute to pollute the environment voice across the world advocate lifestyle change for a sustainable future my op - ed english original alongside ,281379,53912,2781,94,5,1,4,42,305,11,0,0,0,1,1,0
900,2022-12-02 16:01:56+00:00,CRSB_beef,last chance be seek public input to propose change to the standard for sustainable beef production and processing that form the foundation of the certify sustainable beef framework the framework the consultation close tonight at pm est ,3317,3000,3606,6,1,0,1,39,290,11,0,1,0,3,1,0
901,2022-11-29 06:42:34+00:00,DavidatWestons,it be great to feed the cattle at weston this weekend but I be always be tell I must cut cow number to help the climate with beef on my farm I use less artificial fertiliser have well soil and be more sustainable the message be livestock matter for sustainability ,2414,2026,4946,15,5,0,1,50,300,19,0,0,0,2,1,0
902,2022-01-23 16:27:22+00:00,gpshots1,sundaybrunch and you be look for some comfort food try thukpa boil noodle with salt strain the water and keep it stir fry vegetable add soya sauce chilli sauce and vinegar tsp each add that noodle water boil for min you be do keep it crunchy gpkitchen foodie ,909,15803,59142,5,3,0,1,50,304,17,3,0,1,0,1,0
903,2022-12-11 19:00:37+00:00,sovietvisuals,mayonnaise sauce excellent condiment for all cold meat fish and vegetable dish soviet poster on a shirt ,413075,32804,16549,44,2,12,1,20,165,4,0,0,1,0,2,0
904,2022-11-26 18:33:52+00:00,KitchenSanc2ary,chimichurri sauce be a fresh zingy and vibrant condiment make with parsley lemon oil and garlic that work perfectly with meat and fish I particularly love it with a juicy steak chimichurri dip ,74639,65768,60686,52,2,2,1,35,249,12,2,0,0,1,2,0
905,2022-11-19 03:29:32+00:00,Adriandhy,you should try sambal matah it have it be this fresh fragrant raw chilli condiment with shallot from bali go well with meat and seafood - some even push it and use it on top of aglio olio pasta ,186500,49217,29561,9,3,2,2,38,241,14,0,0,0,2,2,0
906,2022-11-12 23:04:34+00:00,Shannytoba,dinner maryland style crab cake with a tangy remoulade - ish sauce and a zesty corn salad ,13305,20537,53807,26,56,1,1,17,115,4,0,0,0,0,1,1
907,2022-06-12 19:22:02+00:00,chefdehome,mexican macaroni salad creamy - dreamy mexican macaroni salad with grill corn and delicious chipotle mayo dress so simple to assemble and pack with bold zesty smokey flavor this will become your new fav mac salad ,4128,17332,7822,8,1,1,1,36,272,8,0,0,0,0,2,2
908,2022-05-30 19:00:19+00:00,chadpbyrne,a very zesty grill tuna serve rare or what ever way you wantblack garlic and olive tapenade warm macerated plum tomato amp red onion saladrose vinegarsumacoregano fry corn chipstaste of summereven if it have it be pour down outside now ,8434,11653,48401,6,1,1,1,42,275,10,0,0,0,1,1,2
909,2022-10-23 15:58:40+00:00,MusicTimmy,tonight pm dirty honey silver nightmaresthe new rose collateral glass hammer one and a half dog plus meat loaf heart kansas lou reed toto judas priest george thorogood jack bruce bruce springsteen zenith classic rock classicrock alexa ,1994,11986,12548,6,1,2,1,40,303,0,2,2,0,1,1,0
910,2022-04-19 20:08:20+00:00,kasubasikamo_,meat free meatloaf honey glaze roast sweet potato and a baby spinach salad for meat free mondayi ,22396,78243,115883,6,3,1,1,18,124,3,0,0,0,0,1,0
911,2022-02-07 22:49:29+00:00,Chloevol2,honey your tiddie look like meatloafs in fight club ,4735,12834,18373,4,6,0,0,9,56,2,0,0,0,0,0,0
912,2022-12-05 08:12:00+00:00,marionmain3,be and I be already look forward to my dinner tonight mince and dough ball that sum up winter for I think about my next meal mince with carrot thru it and pea on the side I can not do both mash and dough ball too much stodge ,5011,48840,139174,3,12,0,0,48,248,21,0,0,0,1,0,1
913,2022-11-20 16:45:00+00:00,FoodNetwork,s samosa galette be fill with potato pea and flavorful indian spice all wrap up in a tasty turmeric pastry dough oh and it have it be vegan get idea for simple and delicious pie on marymakesiteasy next c ,5910647,97170,58660,10,3,0,1,40,284,12,1,1,0,1,2,1
914,2022-10-05 07:57:14+00:00,w_karve,food vegetarian punedasara lunch puran poli with a dollop of pure ghee wheat flour flat bread stuff with sweeten steam lentil dough with a dollop of clarified butter batata matar bhaji potato green - peas sabzi vegetable pulao rice tomato slice shrikhand ,12587,89771,106583,7,24,1,1,46,304,7,5,0,0,0,1,0
915,2022-11-30 02:28:40+00:00,ABC,a woman in florida have sue kraft heinz food company claim the time it take to make its microwaveable cup of velveeta macaroni and cheese be long than what the claim on the label indicate ,17779821,404209,51,28,54,22,0,36,221,15,0,0,0,1,1,0
916,2022-11-09 00:47:01+00:00,CyrusOMerican,microwaveable food instruction poke a few hole in the plastic to vent I ,3786,42605,102668,3,1,0,1,14,102,5,0,0,0,4,1,0
917,2022-10-23 09:55:33+00:00,TheProfRog,so far on this train the man with that classic penetrate droney voice have do a food that be microwaveable versus food that be not microwaveable b type of leave most likely to stick to railway track and c the early history of the puffer jacket kill I now ,6458,13675,4686,3,6,0,0,49,273,21,0,0,0,0,0,0
918,2022-11-28 06:10:56+00:00,KitchenSanc2ary,a classic creamy leek amp potato soup with sauteed leek a hint of garlic amp tender potatoesi love how a few simple ingredient can be blend together to make something extra special soupseason leekandpotatosoup meatfreemonday ,74639,65768,60686,25,4,0,1,38,287,12,3,0,0,2,2,0
919,2022-10-03 05:21:48+00:00,KitchenSanc2ary,a classic creamy leek amp potato soup with sauteed leek a hint of garlic amp tender potatoesi love how a few simple ingredient can be blend together to make something extra special soupseason leekandpotatosoup meatfreemonday ,74639,65768,60686,36,7,3,1,38,287,12,3,0,0,2,2,0
920,2022-09-24 12:24:27+00:00,PRiSM_Surgery,our very own and be represent prism at the nottingham scrubs diversity in surgery conference this morning one highlight be evris use of the analogy that intersectionality be like bake a cake the ingredient be blend and inseparable ,958,1047,3208,10,2,1,4,43,297,17,0,2,0,1,1,4
921,2022-12-07 11:56:19+00:00,pastachips,of these example be chilli neighbour yell at instacart shopper how dare u drink coffee w ur husband amp the assorted adventure of ana mardoll they be certainly something but I do not think they really get to be claim as originally nuanced discussion of ableism ,20781,69859,105789,12,2,0,0,46,307,15,0,0,0,1,1,0
922,2022-11-25 18:20:15+00:00,andypingu1888,that have that be the tea coffee bovril cup of soup chicken curry chicken chow mein salt and chilli chicken chicken ball spring roll chip rice juice and cake ready for tonight mental health walk and talk ,5459,11810,38708,31,22,1,3,35,232,6,0,0,0,0,1,0
923,2022-11-23 08:53:44+00:00,mjlucas_eth,lowly labs thursday ft hungry ghost social club want to win a share of nfts coffee or chilli sauce follow and retweet amp tag fren be in the space see you there fren ,4540,3374,5474,29,29,2,0,45,255,9,0,2,1,1,1,9
924,2022-07-29 10:36:16+00:00,wantedinrome,salt battered and deep - fry the filetto di baccal be a much - love roman speciality popular as an antipasto before pizza or as a street food snack rome even have a little restaurant dedicate entirely to the deep - fry cod dish dar filettaro ,19965,16195,40835,6,1,1,0,41,274,15,0,0,0,0,1,0
925,2022-10-04 20:00:07+00:00,BebeChez_eth,anti - aging superfood load with photochemical to boost health amp reduce inflammationgoji berry watercress chia seeds turmeric avocado blueberry ginseng beets mix nut low in peanut amp cashew papaya broccoli maca root flaxseed pomegranate amp chlorella ,21853,2607,15434,12,12,0,1,38,315,3,0,0,1,0,1,0
926,2022-08-29 23:57:46+00:00,fkasonnenfleur,also idk if this be just new to I but thank to sarah catherine I now know that imani be allergic to peanut and avocado lol ,2918,57214,17457,26,5,2,0,26,126,13,0,0,0,1,0,0
927,2022-07-02 01:40:19+00:00,IdahoBlackBear,opal and oz seem pretty happy about avocado and peanut ,626,2914,8808,8,1,0,4,12,84,4,0,0,0,0,1,2
928,2022-11-27 15:46:06+00:00,daneasterman,some dude in the occupy golan really out here try to claim the biblical reference to the hebrew word hometz vinegar sour be the same as hummusthat have that be a stretch my guy also you be not help your case by put shred pumpkin on it ,4590,4713,3897,11,10,1,1,47,278,19,0,0,0,0,1,1
929,2022-11-21 21:53:26+00:00,chef_digi,the most perfect shred pork slider brioche bun hoisin bbq sauce some awesome pork and a light rice vinegar slaw every bite be nearly orgasmic ,4331,5186,27341,18,6,0,1,27,176,5,0,0,0,1,1,1
930,2022-06-17 18:00:01+00:00,Beef,what do you know about carolina style bbqfeature flavor from spice and vinegar carolina barbecue be usually serve pull shred chop or sometimes slicedhow do you enjoy bbqbeeffarmersandranchers beefupsummer ,37208,7227,5712,4,2,1,1,33,254,10,2,0,0,2,1,0
931,2022-11-26 11:27:18+00:00,0zzie_Foodie69,brazilian bbq for dinnerpure black rump cap mb -brazilian potato salad salsa verde absolutely delicious fresh and vibrant brazilian bbq rump tasmanianbeef dinner foodie homecooke ,2416,44009,73434,11,6,0,2,29,222,2,7,0,0,3,1,1
932,2022-10-29 19:00:22+00:00,chefdehome,recipeofthedaysalmon with salsa verde a -minute perfectly baked salmon with delicious roast salsa verde and cilantro rice for dinner salmon lemon and herb make a match no one can not resist ,4128,17332,7822,34,5,1,1,33,254,9,1,0,0,1,2,2
933,2022-10-29 16:35:42+00:00,thebodycoach,piri piri salmon with fresh pineapple salsa pineapple this taste so delicious and be so simple to make ,434131,106168,110704,33,8,2,1,21,136,6,0,0,0,0,1,4
934,2022-12-13 01:54:38+00:00,rich_roberts,be enjoy follow wil free agent journey which appear to be play golf practice golf and eat fry chicken in various form bad night to be a chicken tender ,2921,101700,60091,11,13,5,1,30,201,9,0,0,0,0,1,0
935,2022-12-11 08:27:01+00:00,BigS_A_M,what have a woman get in common with a box of kentucky fry chickenonce you get past the tender breast and the juicy thigh all you be leftwith be a greasy box only legend will gerrit ,4569,29563,46200,9,3,0,0,36,195,16,0,0,0,0,0,6
936,2022-12-06 22:29:52+00:00,MikeVanderbilt,holy infant so tender and mildkicke off the holiday season in style by celebrate kentucky for christmas a japanese tradition be implement in by takeshi okawarathe manager of the first kfc in japan fry chicken and champagne to all and to all a good night ,45508,116427,117585,6,7,0,4,48,302,21,0,0,1,1,1,0
937,2022-07-24 17:47:03+00:00,_conceitedstikz,wing should not be batter once you dip it into a flour mix it stop be a wing and be immediately fry chicken we can argue ,747,16069,4711,16,3,15,0,26,134,13,0,0,0,0,0,0
938,2022-06-08 10:51:54+00:00,oystershellbath,have you try our batter sausage and chip yet use banable juicy sausage we dip they into our delicious batter and fry until golden what have what be not to lovep we be back open as usual today we be look forward to see you ,1065,798,796,4,0,0,1,42,261,14,0,0,0,1,1,0
939,2022-06-04 03:44:10+00:00,CassThomps13,batter driftwood await the inevitable flame watch sunset dip under roll wavesthat lift up the moontheir endless dance since the dawn of day long to see they transmogrify before it be ash drift now in the brackish breezecrowcall ,31211,56302,126086,9,6,0,1,43,296,12,1,1,0,0,1,0
940,2022-12-13 02:44:31+00:00,wrmead,it have it be easy to turn an aquarium into fish soup than to turn fish soup back into an aquarium make peace be hard work and team biden need to think it through carefully ,38103,20211,697,15,7,3,0,33,195,13,0,0,0,0,1,0
941,2022-12-12 20:23:16+00:00,AdamJFarrer,be like these great folk and head down to where you can grab your copy of cold fish soup and make your christmas dream come true ,4033,45884,32742,3,2,0,4,29,193,12,0,1,0,0,2,0
942,2022-12-12 13:49:52+00:00,AdamJFarrer,covid have be rotten and cost I work so it have it be be hearten to learn that cold fish soup have have a spike in sale this week I assume a book of sad and funny tale about the holderness coast be the must - have gift for do not disappoint your kid ,4033,45884,32742,8,4,0,4,51,303,22,0,0,0,2,2,0
943,2022-04-20 15:36:37+00:00,igniteivan,I miss the day when egg have real taste these day you just get a shell fill with a tasteless fluid ,139793,114123,55877,21,9,0,0,21,104,9,0,0,0,1,0,0
944,2022-04-17 02:08:33+00:00,GerardAraud,the american chicken be totally tasteless like the butter the egg etc by the way ,118374,83616,326,41,20,4,0,16,109,4,0,0,0,0,1,0
945,2022-03-05 23:02:43+00:00,delanightmares,remember my apprentice positive test on thursdaywell lookie lookie know I be screw when I wake up early this morning and make myself a tasteless bacon and egg ,9970,25929,147139,8,51,0,1,30,193,11,0,0,0,2,1,1
946,2022-10-22 01:58:18+00:00,hailtotheHunny,I say no carb and then go to a festival with cornbread chili amp cinnamon hard cider ,10848,3511,6475,4,18,0,0,17,92,6,0,0,0,1,0,0
947,2022-08-23 14:54:17+00:00,SpitchNzawumbi,-apple cider vinegar with mother in the morning - intermittent fasting- first meal after and last before pm low carbs high protein - drink liter and more a daydo this for a month do not cheat uzobona ,150797,31583,93242,904,98,119,0,38,245,13,0,0,1,4,1,0
948,2022-08-17 11:28:31+00:00,jason_muthomi,how to improve your gut healtheliminate gut destroyer - sugar- gluten wheat- refined carbs- vegetableseed oils- lectin grain amp legume like bean pea soyabeanshave more gut healer - probiotic amp prebiotics- apple cider vinegar- fasting- exercise ,14523,3567,2599,52,12,2,0,45,285,2,0,0,0,7,0,0
949,2022-12-14 05:49:42+00:00,jovenjob581,these be the food during my birthday shil pancit bijon and different tuber and banana cook in sugar and coconut milk and fried banana wrap in lumpia wrapper show my life be just that simple and not complicated ,5689,42308,202320,4,2,0,1,41,277,16,0,0,0,0,2,3
950,2022-12-08 15:36:12+00:00,jen_unwin,slow cook crispy duck super easy - get a whole duck currently sprinkle with salt and five spice hot oven min then slow c for hour delicious and tender eat some before I remember to photograph yesmeat lowcarb sugar abstinent recoveryposse ,20331,30117,105264,5,12,0,1,46,301,11,5,1,2,1,1,1
951,2022-12-05 00:27:06+00:00,christibelcourt,one year ago on dec I stop eat anything with sugar or sweetener natural or artificial maple syrup or honey the only sweet thing I consume be raw or cook fruit and be mostly gluten free what a difference it have it be make to my overall well be ,59890,45789,17531,10,4,1,0,48,266,16,0,0,1,2,0,0
952,2022-11-22 16:26:21+00:00,KaylarWill,the waffle house patty melt do not ever disappoint ,262113,206864,1167,39,7,10,0,8,50,1,0,0,0,0,0,0
953,2022-11-12 00:17:43+00:00,6stringSpecial,my favorite part about eat at waffle house be you can pass out drunk eat your patty melt and they just let you ,7471,21806,16435,3,3,1,0,23,117,11,0,0,0,0,0,0
954,2022-10-10 22:47:51+00:00,IAmericanMama,dinnerpatty melt with brown sugar caramelize onion sharp cheddar applewood peppered bacon on toast sourdoughwaffle fry ,3617,72763,131599,29,33,5,1,20,158,2,0,0,0,0,1,1
955,2022-11-20 14:07:32+00:00,Esther_McP,my final offering for gbbotwitterbakealong chocolate pistachio cakeapple fill macaronsblueberry tartscinnamon biscuitsinspire by the great british countryside thank you for organise veganbakeoff gbbo ,241,855,10388,3,8,1,1,33,282,5,3,2,0,1,1,3
956,2022-11-08 10:14:02+00:00,BakingExplorer,this smore chocolate tart be a no bake tribute to the smore it have a buttery biscuit base marshmallow fluff chocolate ganache fill whip cream and toasted marshmallow get the recipe here ,6291,16389,14207,4,2,0,1,34,249,9,0,0,0,0,2,0
957,2022-11-02 09:04:08+00:00,furiouslyhappie,strawberry tart biscuit dekh lo friend balance diet be a biscuit in each handmyclick ,1541,39679,68239,4,16,0,1,17,119,4,1,0,0,0,1,1
958,2022-12-12 11:02:16+00:00,Imonaar,layer jam on prestige margarine before head to hospital to educate patient on the benefit of healthy eating ,2928,23100,24380,347,60,32,0,18,116,7,0,0,0,0,0,0
959,2022-12-12 05:00:09+00:00,g_diets_,thing to remove from your diet if you wanna lead a healthy life- wheatderivative - soy- sugar- margarine- milk- carbonated drinks- fruit juice- energy drinks- refined carbs- cheap coffee- modern sugary fruitsyou can do perfectly well without themunfatyourself ,74376,68169,33707,227,40,16,0,50,280,11,1,0,0,0,0,0
960,2022-11-22 16:30:00+00:00,Babygravy9,in the s proctor and gamble give million to the american heart association to tout crisco margarine as a heart - healthy alternative to animal fat with the dodgy science of ancel key we be sell unprecedented sickness as renew health here we go again ,134851,40396,87377,116,19,5,1,45,294,15,0,0,0,0,1,0
961,2022-11-14 02:26:33+00:00,ConradkBarwa,today leftover kichri with masoor and moong dal smoke mackerel in tonkatsu sauce with scotch bonnet and boil broccoli with mayonnaise ,9515,267266,377271,2,10,2,1,23,170,6,0,0,0,0,1,3
962,2022-05-21 10:55:52+00:00,BukkyShonibare,moimoi garnish with smoked mackerel and boil eggfoodisalovelanguage ,27840,75381,5526,3,1,0,1,10,103,2,1,0,0,0,1,1
963,2022-03-16 10:53:18+00:00,JollyPaps1,amp what would not I give for white rice oloyin bean a sprawl of sphagetti bright red stew pipe hot with tripe ponmo boil egg amp a fried mackerel tail with crunchy fin intact cold bottle water amp tooth - pick please ,6696,48014,31247,3,5,4,0,40,236,8,0,0,0,1,0,1
964,2022-09-11 19:39:01+00:00,TestKitchen,from mild buttery cashel blue to peppery piquant roquefort blue cheese vary widely in flavor texture and intensity there have there be one for everyoneeven the skeptic read our full review ,171077,35968,8755,11,2,3,1,30,235,8,0,0,0,0,2,0
965,2022-09-15 08:29:22+00:00,BoostHaein,chipotle ginger hanger steak with spicy fruit salsascallionscup cilantro leavestbsp rice wine vinegartbsp grate peel gingertsp soy saucetsp sesame oiltsp ground black peppertsp sugarclove garliccup corn oil -pound hanger steakcookwithhollie ,141,1523,1939,3,3,1,1,45,327,0,1,0,1,8,2,0
966,2022-08-06 15:11:27+00:00,hwinkler4real,breakfast burrito and beacon with salsa of your choice oh and grated cheese ,1055858,43440,314,5,18,0,0,15,103,5,0,0,0,1,1,0
967,2022-11-30 17:58:35+00:00,VeganOlive1,vegetable stoup stewsoup not pretty or photogenicbut be it goodheck yes use chestnutsveggie -sprout cabbage squash carrot amp mushy pea of course veganfood ,31946,108352,199308,4,9,1,1,25,224,4,1,1,0,0,1,4
968,2022-11-30 14:01:17+00:00,PurleyFoodHub,please share our post so they can be see more widelyour december listlong life whole milk tin plain meat tin peascarrot tin fruit squash christmas biscuit chocolate treat mince pies children christmas dessertswashe up liquid ,926,675,206,16,2,0,1,47,294,6,0,0,0,0,1,10
969,2022-11-01 08:31:24+00:00,PestoChampion,delicious fish for dinner catch of the day with house make coconut curry sauce local mash sauteed green squash cucumber cilantro okraa amp split pea from peg farm a sustainable garden - to - table caf barbado visitbarbado lovebarbado ,41738,114342,37239,5,2,0,1,40,293,6,2,0,0,1,1,4
970,2022-12-14 21:59:01+00:00,_Selenaariel_,my favourite product that I have make and add to my menu this yearapple pie apple cinnamon roll donut and cake ,233,1865,28275,9,1,1,4,22,144,7,0,0,0,0,1,1
971,2022-12-14 21:10:21+00:00,mentalcasemama,I make a deliciously moist and fluffy caramel apple upside down cake I use granny smith and honey crisp apple sweet note of cinnamon and caramel and sweet tart apple ,24565,22800,155021,116,328,20,1,31,197,9,0,0,0,2,1,0
972,2022-12-14 17:31:27+00:00,KazzysPlush,can not believe I forget to mention that it have it be scent like cinnamon and apple ,6162,31217,42696,8,1,0,0,15,103,3,0,0,0,1,1,2
973,2022-05-02 17:01:41+00:00,GoPro,smooth operator shred a perfect reflection use his stand - up - ski on the way to a goproaward submit your hypersmooth shot to for the chance to be our next feature get pay gopro goproaward jetski spring reflection ,2076247,52934,8376,12,5,1,1,41,301,16,7,1,0,0,2,1
974,2022-03-17 12:51:20+00:00,DreamerInthe,frank mannarino - full amp fluffy vs smooth shred amp glossy ,16961,7088,15549,26,6,1,3,12,92,0,0,0,0,0,1,0
975,2022-06-20 16:02:00+00:00,beerinator,I gather up my tip and tactic for fry chicken sandwich at home picture be a buttermilk and pickle brine crispy fry chicken thigh with spicy sauce and homemade pickle check out my step to great fry chicken sandwich ,12412,68067,54693,7,2,1,1,42,286,13,0,0,1,1,2,0
976,2022-04-02 04:15:52+00:00,feenecks,dry brine chicken wing then oven roast they with a samyang sweet and spicy glaze first pic be first coating and nd pic be nd coat ,942,63763,60537,5,5,1,2,28,165,10,0,0,0,0,1,0
977,2022-12-10 17:42:56+00:00,RustyDogz,baked meat ball sandwich on toast garlic bread ,5890,1442,13586,70,9,4,1,10,80,1,0,0,0,0,1,4
978,2022-12-03 19:49:55+00:00,DavyTempted,think I have I would try a dry cure gammon from boil in apple juice with cinnamon stick clove and the z of an orange baked in the oven with wholegrain mustard muscovado sugar golden syrup and dry cider just slice it and wow what a piece of meat ,619,1355,7898,6,7,0,1,49,286,17,0,1,0,0,1,0
979,2022-12-03 17:26:04+00:00,StrydomJoost,garden to tabel festival in orania food grow bake or meat work by oranian share as a community ,2742,734,704,108,73,45,1,19,130,6,0,0,0,0,1,0
980,2022-11-30 11:47:16+00:00,lunathesnorer,pre match lunch be ready btposse pal smorgasbord for our scandinavia supporter amp barbecue grill chicken pasta salad for australia amp dessert a chocolate tray bake in the absence of my pal for drink I have rustle up some punch dig inbtpworldcupsweepie ,405,3924,4053,4,4,0,3,44,302,11,2,1,0,0,1,0
981,2022-06-23 19:00:00+00:00,Rizzo,I think summer might just be the good season for food barbecue corn on the cob hot dog watermelon and the well name dessert ever smore ya order one you be go to be orderin smore ,95491,815,2,23,5,0,0,34,192,10,0,0,0,2,0,0
982,2022-05-29 16:57:56+00:00,BossinOnBitches,what have what be a barbecue without dessert a barbecue you should not attend hit I for the pudding that ll make your function that much more poppin all order can be place via dm or on ig - poppinasspudde ,1741,189458,69127,7,2,1,4,36,225,16,0,0,0,3,1,0
983,2022-02-28 14:56:18+00:00,Diethood,tomato parmesan stuff eggplant be fresh nutritious and delicious make with tender eggplant crush tomato fresh garlic and plenty of herb this wholesome vegetarian dinner option be full - flavor and utterly satisfy recipe recipeoftheday ,10520,48751,33673,43,5,7,1,35,303,8,2,0,0,0,2,1
984,2022-01-04 22:23:00+00:00,GakkharGarima,mashed eggplant or baingan bharta or brinjal bharta be a smoky flavor dish make by roast eggplant after take the peel off the roasted and mashed eggplant be add to the onion - tomato masala eggplant vegetarian indian food ,1901,5035,9545,20,5,0,2,40,297,11,3,1,0,0,2,0
985,2022-03-09 19:17:32+00:00,carasmith0,not my ma say she have he would love hot scone and my da whip out his cooking book to bake her fresh scone never settle girl ,4823,7857,52141,181,4,9,0,24,121,7,0,0,0,3,0,0
986,2022-03-07 23:07:41+00:00,Seavey_Chris,friday - march th cook stream have a great scone recipe we makin scones babyyyyyyyyyyyyy ,124844,17491,17072,14,11,1,0,16,104,0,0,1,0,14,0,0
987,2022-10-10 00:06:27+00:00,only1wayneking,lady kush - elev organically grow in live soil again different phenotype smell rich amp pungent follow its lineage of triangle kush amp apple frittergrowyourown groworganic biobud homepharm ,1917,15569,94870,5,1,0,3,31,238,4,4,0,0,0,1,2
988,2022-12-07 20:33:29+00:00,VerstyukIvan,that have that be how food gets prepare for the ukrainian army on the frontline porridge with lard soup with can mackerel fry potato with salami and ketchup sandwich with egg ham and mustard raman grill vegetable all kind of thing within kilocalorie diet ,18291,5592,4704,7,1,0,1,43,300,13,0,0,0,0,1,0
989,2022-05-19 02:06:21+00:00,iiHeartCake,I with a parmesan pull buffalo wing and pickle jalapeo quesadilla in my air fryer at be ,688,66538,5476,3,1,0,0,18,123,6,0,0,0,1,1,0
990,2022-01-25 20:39:52+00:00,philipnolan1,tonightsdinner fajitas chicken pepper onion in chilli powder garlic cumin smoke paprika ground coriander oregano lime juice pico de gallo chunky tomato red onion coriander red chilli lime juice iceberg and avocado grate cheddar sour cream and a corona ,52286,194147,308012,4,53,2,1,41,302,4,1,0,0,0,1,0
991,2022-04-21 00:28:59+00:00,broitsthealiens,have to drop some bean on this most sacred of day from leave to right level tester codename purple cat piss f cross gelato auto alaskan diesel autoirvinearmy growyourown happy ,1929,6736,9522,5,4,1,1,37,273,7,3,4,1,1,1,0
